handle,kol_name,user_id,post_id,created_at,text,hashtags,urls,url
realDonaldTrump,Donald j. Trump,25073877,1994438342403141889,2025-11-28T16:08:50+00:00,"Democracy is on trial in the coming Elections in the beautiful country of Honduras on November 30th. Will Maduro and his Narcoterrorists take over another country like they have taken over Cuba, Nicaragua, and Venezuela? The man who is standing up for Democracy, and fighting against Maduro, is Tito Asfura, the Presidential Candidate of the National Party. Tito was the highly successful Mayor of Tegucigalpa where he brought running water to millions, and paved hundreds of kilometers of roads. His chief opponent is Rixi Moncada, who says Fidel Castro is her idol. Normally, the smart people of Honduras, would reject her, and elect Tito Asfura, but the Communists are trying to trick the people by running a third Candidate, Salvador Nasralla. Nasralla is no friend of Freedom. A borderline Communist, he helped Xiomara Castro by running as her Vice President. He won, and helped Castro win. Then he resigned, and is now pretending to be an anti-Communist only for the purposes of splitting Asfura’s vote. The people of Honduras must not be tricked again. The only real friend of Freedom in Honduras is Tito Asfura. Tito and I can work together to fight the Narcocommunists, and bring needed aid to the people of Honduras. I cannot work with Moncada and the Communists, and Nasralla is not a reliable partner for Freedom, and cannot be trusted. I hope the people of Honduras vote for Freedom and Democracy, and elect Tito Asfura, President!",[],[],https://x.com/realDonaldTrump/status/1994438342403141889
realDonaldTrump,Donald j. Trump,25073877,1994272683387687053,2025-11-28T05:10:34+00:00,"A very Happy Thanksgiving salutation to all of our Great American Citizens and Patriots who have been so nice in allowing our Country to be divided, disrupted, carved up, murdered, beaten, mugged, and laughed at, along with certain other foolish countries throughout the World, for being “Politically Correct,” and just plain STUPID, when it comes to Immigration. The official United States Foreign population stands at 53 million people (Census), most of which are on welfare, from failed nations, or from prisons, mental institutions, gangs, or drug cartels. They and their children are supported through massive payments from Patriotic American Citizens who, because of their beautiful hearts, do not want to openly complain or cause trouble in any way, shape, or form. They put up with what has happened to our Country, but it’s eating them alive to do so! A migrant earning $30,000 with a green card will get roughly $50,000 in yearly benefits for their family. The real migrant population is much higher. This refugee burden is the leading cause of social dysfunction in America, something that did not exist after World War II (Failed schools, high crime, urban decay, overcrowded hospitals, housing shortages, and large deficits, etc.). As an example, hundreds of thousands of refugees from Somalia are completely taking over the once great State of Minnesota. Somalian gangs are roving the streets looking for “prey” as our wonderful people stay locked in their apartments and houses hoping against hope that they will be left alone. The seriously retarded Governor of Minnesota, Tim Walz, does nothing, either through fear, incompetence, or both, while the worst “Congressman/woman” in our Country, Ilhan Omar, always wrapped in her swaddling hijab, and who probably came into the U.S.A. illegally in that you are not allowed to marry your brother, does nothing but hatefully complain about our Country, its Constitution, and how “badly” she is treated, when her place of origin is a decadent, backward, and crime ridden nation, which is essentially not even a country for lack of Government, Military, Police, schools, etc. Even as we have progressed technologically, Immigration Policy has eroded those gains and living conditions for many. I will permanently pause migration from all Third World Countries to allow the U.S. system to fully recover, terminate all of the millions of Biden illegal admissions, including those signed by Sleepy Joe Biden’s Autopen, and remove anyone who is not a net asset to the United States, or is incapable of loving our Country, end all Federal benefits and subsidies to noncitizens of our Country, denaturalize migrants who undermine domestic tranquility, and deport any Foreign National who is a public charge, security risk, or non-compatible with Western Civilization. These goals will be pursued with the aim of achieving a major reduction in illegal and disruptive populations, including those admitted through an unauthorized and illegal Autopen approval process. Only REVERSE MIGRATION can fully cure this situation. Other than that, HAPPY THANKSGIVING TO ALL, except those that hate, steal, murder, and destroy everything that America stands for — You won’t be here for long!",[],[],https://x.com/realDonaldTrump/status/1994272683387687053
realDonaldTrump,Donald j. Trump,25073877,1993801758326616561,2025-11-26T21:59:16+00:00,https://t.co/oQK0HLgf88,[],[],https://x.com/realDonaldTrump/status/1993801758326616561
KobeissiLetter,The Kobeissi Letter,3316376038,2057119163424879047,2026-05-20T15:20:02+00:00,"BREAKING: US oil prices fall over -7% to $97/barrel after President Trump says the US is in ""final stages"" of talks with Iran. https://t.co/9i8FDFcUCb",[],[],https://x.com/KobeissiLetter/status/2057119163424879047
KobeissiLetter,The Kobeissi Letter,3316376038,2057111357065941143,2026-05-20T14:49:01+00:00,"BREAKING: Crypto ETFs posted -$1.1 billion in outflows last week, the first withdrawal in 7 weeks. 

This also marks the largest weekly outflow since the beginning of February and 3rd-largest of 2026.

Bitcoin led the withdrawals at -$982 million, followed by Ethereum at -$249 million, the largest since the end of January.

However, Bitcoin has still attracted +$3.9 billion in total inflows year-to-date.

Furthermore, crypto fund total assets under management fell -$2.0 billion, to $157 billion.

Meanwhile, altcoins saw inflows last week, with XRP at +$68 million and Solana at +$55 million.

Crypto flows are becoming increasingly volatile.",[],[],https://x.com/KobeissiLetter/status/2057111357065941143
KobeissiLetter,The Kobeissi Letter,3316376038,2057095585497297109,2026-05-20T13:46:21+00:00,"Tokenized assets have never been more popular.

The distributed asset value of real-world tokenized assets is now up to a record $33.8 billion.

This represents a +1,600% increase over the last 2 years and adoption is only accelerating.

Growth in these assets gained momentum after onchain platforms like Jupiter began listing tokenized assets through partnerships with Securitize, xStocks, and Ondo finance, prompting +34% week-over-week volume growth.

Meanwhile, Bloomberg reported this week that the SEC is leaning toward allowing the trading of tokenized assets in a ""surprise move.""

This would mark one of the US' biggest shifts into crypto infrastructure yet.

Tokenization is taking over.",[],[],https://x.com/KobeissiLetter/status/2057095585497297109
KobeissiLetter,The Kobeissi Letter,3316376038,2057076371609014627,2026-05-20T12:30:00+00:00,"BREAKING: Donald Trump Jr's investment firm, 1789 Capital, has seen its assets under management surge by +1,650% over the last year, to $3.5 billion, per FT.

Details include:

1. The firm is building an investment empire around ""patriotic capitalism"" and targets $10 billion in AUM

2. In recent pitches, the firm is being described as the ""new Carlyle Group""

3. Over the past year, 1789 Capital has bought stakes in some of the most sought-after private companies including Ramp, Deel, Crusoe, Groq, and Reflection AI

4. Recent successful investments include investments in Cerebras, SpaceX, Anduril, and xAI under @DonaldJTrumpJr's guidance

1789 Capital is now one of America's fastest growing investment funds.",[],[],https://x.com/KobeissiLetter/status/2057076371609014627
KobeissiLetter,The Kobeissi Letter,3316376038,2057065703459475967,2026-05-20T11:47:36+00:00,"BREAKING: China banned Nvidia's, $NVDA, RTX 5090D V2 gaming chip while Jensen Huang was visiting China with President Trump last week, per FT.

Details include:

1. The chip was added to a list of banned goods at China’s customs checkpoints last Friday

2. The move comes as the Chinese government wants to support domestic chipmakers such as Huawei and Cambricon as they catch up to US rivals

3. The RTX 5090D V2 was introduced last August specifically to comply with US export controls

4. It was aimed at Chinese gamers and 3D animators but it has also been bought by AI developers

The AI arms race continues to ramp up.",[],[],https://x.com/KobeissiLetter/status/2057065703459475967
KobeissiLetter,The Kobeissi Letter,3316376038,2056930231080882615,2026-05-20T02:49:17+00:00,"US oil refineries are producing more jet fuel than ever before:

The jet fuel output yield at US refineries is up to a record 12.7%, up +2.2 percentage points since the Iran War began.

This measures the proportion of each barrel of crude oil that a refinery converts into aviation fuel.

As a result, in volume terms, US refiners are producing ~250,000 more barrels of jet fuel per day than a year ago.

This comes as the effective closure of the Strait of Hormuz has cut off ~400,000 barrels of aviation fuel per day.

The global jet fuel market accounts for less than 7.5% of total oil demand, meaning relatively minor shifts in refining output or airline consumption can produce a significant impact on supply and prices.

US refiners are emerging as the main beneficiaries of a tightening jet fuel market.",[],[],https://x.com/KobeissiLetter/status/2056930231080882615
KobeissiLetter,The Kobeissi Letter,3316376038,2056912098513371556,2026-05-20T01:37:14+00:00,"BREAKING: Meta, $META, has begun making 8,000 global job cuts, starting with employees in Singapore.",[],[],https://x.com/KobeissiLetter/status/2056912098513371556
KobeissiLetter,The Kobeissi Letter,3316376038,2056889780386845038,2026-05-20T00:08:33+00:00,"This is unusual:

The S&P 500 has now seen 29 trading days where the index moved opposite to overall market breadth, the most through the first 93 trading sessions of any year on record.

In other words, on many days when the S&P 500 closed higher, more stocks actually finished lower than higher, and vice versa when the index closed down.

This is also the 2nd year on record with more than 20 such sessions through this point in the year.

This comes as only 10 stocks have accounted for ~70% of the S&P 500’s 16% gain since the March 30th bottom.

At this pace, the market will experience 79 sessions like this until the year ends, setting an all-time high.

By comparison, the current full-year record is 57 trading days seen in 2024 and 2025.

A handful of tech stocks are driving the entire market.",[],[],https://x.com/KobeissiLetter/status/2056889780386845038
KobeissiLetter,The Kobeissi Letter,3316376038,2056867612844241261,2026-05-19T22:40:28+00:00,"BREAKING: SpaceX has selected Goldman Sachs to lead its record-setting IPO, per CNBC.

Also working on the IPO will be Morgan Stanley, Bank of America, Citigroup, and JPMorgan.

SpaceX could publicly disclose its prospectus as soon as Wednesday. https://t.co/dq9LzlgB5f",[],[],https://x.com/KobeissiLetter/status/2056867612844241261
KobeissiLetter,The Kobeissi Letter,3316376038,2056856801341997471,2026-05-19T21:57:30+00:00,"BREAKING: After 7 failed attempts, the US Senate has advanced a measure that would require congressional approval for continued military strikes on Iran.

In a 50-47 vote, the Senate has now officially advanced the Iran War Powers Resolution.",[],[],https://x.com/KobeissiLetter/status/2056856801341997471
KobeissiLetter,The Kobeissi Letter,3316376038,2056851906920636755,2026-05-19T21:38:03+00:00,"BREAKING: Iran's Foreign Minister Araghchi responds after President Trump says he is considering resuming the Iran War.

Full Statement:

""Months after initiation of war on Iran, US Congress acknowledges loss of dozens of aircraft worth billions. Our powerful Armed Forces are confirmed as 1st to strike down a touted F-35. With lessons learned and knowledge we gained, return to war will feature many more surprises,"" he says.",[],[],https://x.com/KobeissiLetter/status/2056851906920636755
KobeissiLetter,The Kobeissi Letter,3316376038,2056848648294830155,2026-05-19T21:25:06+00:00,"The global yield crisis is accelerating:

10+ year government bond yields of G7 countries are up to ~4.7%, the highest since 2004.

This is now ~0.5 percentage points above the 2008 Financial Crisis peak.

G7 bond yields are also 8 TIMES above the 2020 pandemic low of ~0.5%.

The surge comes amid renewed inflationary pressures from rising energy prices, persistently large government deficits, and the end of central bank QE programs.

As a result, investors are demanding higher compensation for holding long-term government debt.

The global government debt crisis is becoming even more expensive.",[],[],https://x.com/KobeissiLetter/status/2056848648294830155
KobeissiLetter,The Kobeissi Letter,3316376038,2056832745855193523,2026-05-19T20:21:55+00:00,"By far, the most incredible part about this market is the fact that the base case now shows incoming Fed Chair Kevin Warsh HIKING rates as his first policy move.

These are market-implied interest rate futures, actively betting that rate hikes are coming next.

President Trump spent the last 12 months threatening to fire Jerome Powell for not cutting rates.

He also said cutting interest rates was a “requirement” for the next Fed Chair and was actively calling for 1% interest rates.

Is Kevin Warsh actually about to raise interest rates after what happened over the last 12 months?",[],[],https://x.com/KobeissiLetter/status/2056832745855193523
KobeissiLetter,The Kobeissi Letter,3316376038,2056811246801113562,2026-05-19T18:56:29+00:00,"BREAKING: US household equity holdings are up +$4 trillion year-to-date.

This follows +$10 trillion, +$9 trillion, and +$8 trillion for in 2025, 2024, and 2023, respectively.

Since 2023, US equity holdings have surged a massive +$31 trillion in total.

Households now own ~40% of the entire US equity market, the highest percentage in at least 20 years.

This is followed by foreign investors at 18%, active mutual funds at 10%, ETFs at 10%, and pension and government retirement funds at 9%.

Asset owners are winning.",[],[],https://x.com/KobeissiLetter/status/2056811246801113562
KobeissiLetter,The Kobeissi Letter,3316376038,2056795248806809959,2026-05-19T17:52:55+00:00,"BREAKING: The average interest rate on a 30Y Mortgage in the US surges to 6.75%, the highest since July 2025.

Housing affordability is at an all-time low. https://t.co/XNAcqSEGqg",[],[],https://x.com/KobeissiLetter/status/2056795248806809959
KobeissiLetter,The Kobeissi Letter,3316376038,2056788474385076470,2026-05-19T17:26:00+00:00,"BREAKING: Japan's 10Y Government Bond Yield surges above 2.80% for the first time in history.

This truly is one of the most insane charts ever seen. https://t.co/qP1VAR86Bf",[],[],https://x.com/KobeissiLetter/status/2056788474385076470
KobeissiLetter,The Kobeissi Letter,3316376038,2056781163293741511,2026-05-19T16:56:57+00:00,"Pre-IPO markets are predicting a historic IPO season.

The combined valuation of SpaceX, Anthropic, and OpenAI is now expected to hit $4.3 TRILLION by June 30th, per Polymarket.

Private companies have never been more important than they are now.",[],[],https://x.com/KobeissiLetter/status/2056781163293741511
KobeissiLetter,The Kobeissi Letter,3316376038,2056770217498354153,2026-05-19T16:13:27+00:00,"RT @TKL_Adam: American consumers are now facing 7%+ mortgage rates, 4%+ inflation, and a 30% loss in the purchasing power of the US Dollar…",[],[],https://x.com/KobeissiLetter/status/2056770217498354153
KobeissiLetter,The Kobeissi Letter,3316376038,2056765531957481557,2026-05-19T15:54:50+00:00,"Bond markets are flashing red.

Today, the US 30Y Note Yield officially hit its highest level since July 2007, at 5.19%.

This will soon become Americans’ biggest problem, yet the vast majority do not even know it is happening.

What is happening? Let us explain.

(a thread) https://t.co/Yyi1R00DPV",[],[],https://x.com/KobeissiLetter/status/2056765531957481557
MrMBrown,Michael Brown,380185975,2057113067314393422,2026-05-20T14:55:49+00:00,Put a different way - ECB policy mistake very likely in June,[],[],https://x.com/MrMBrown/status/2057113067314393422
MrMBrown,Michael Brown,380185975,2056984767627927736,2026-05-20T06:26:00+00:00,👇👇,[],[],https://x.com/MrMBrown/status/2056984767627927736
MrMBrown,Michael Brown,380185975,2056973816178368851,2026-05-20T05:42:29+00:00,"""And then Rachel told me, she thinks the government has the right economic plan..."" 😂 https://t.co/G4jOnu3oR1",[],[],https://x.com/MrMBrown/status/2056973816178368851
MrMBrown,Michael Brown,380185975,2056833569226437120,2026-05-19T20:25:11+00:00,"We’ve only gone and f***ing done it!!!

The 22-year wait is finally over!!! https://t.co/MelwbDIHnr",[],[],https://x.com/MrMBrown/status/2056833569226437120
MrMBrown,Michael Brown,380185975,2056759117415330082,2026-05-19T15:29:20+00:00,What an utterly moronic idea https://t.co/6RiS5ItGWS,[],[],https://x.com/MrMBrown/status/2056759117415330082
MrMBrown,Michael Brown,380185975,2056728116198879545,2026-05-19T13:26:09+00:00,When the 30-year yield hits post-GFC highs 3 days before you start the job... https://t.co/26Hynwpgi5,[],[],https://x.com/MrMBrown/status/2056728116198879545
MrMBrown,Michael Brown,380185975,2056647346188906887,2026-05-19T08:05:12+00:00,"RT @PiQSuite: 💦 Morning Blast with @MrMBrown

· UK jobs report: Tragic

· Trump calls off Iran strike

· Japan piss $64bn up the wall

· St…",[],[],https://x.com/MrMBrown/status/2056647346188906887
MrMBrown,Michael Brown,380185975,2056643032460480677,2026-05-19T07:48:04+00:00,💯,[],[],https://x.com/MrMBrown/status/2056643032460480677
MrMBrown,Michael Brown,380185975,2056634878796390565,2026-05-19T07:15:40+00:00,Join us at the bottom of the hour…,[],[],https://x.com/MrMBrown/status/2056634878796390565
MrMBrown,Michael Brown,380185975,2056617086823145498,2026-05-19T06:04:58+00:00,"UK lab mkt still soggy with an increasing margin of slack...private sector earnings running at levels consistent with 2% inflation target over m/t...UK economy not one that needs tighter monetary policy, especially amid domestic uncertainty...BoE on hold all yr remains likely...",[],[],https://x.com/MrMBrown/status/2056617086823145498
MrMBrown,Michael Brown,380185975,2056450846141915623,2026-05-18T19:04:23+00:00,👀 https://t.co/LkMriR4xNa,[],[],https://x.com/MrMBrown/status/2056450846141915623
MrMBrown,Michael Brown,380185975,2056403542429053181,2026-05-18T15:56:25+00:00,I guess he will be ‘in hock to the bond market’ after all…,[],[],https://x.com/MrMBrown/status/2056403542429053181
MrMBrown,Michael Brown,380185975,2056392801290453208,2026-05-18T15:13:44+00:00,🤯,[],[],https://x.com/MrMBrown/status/2056392801290453208
MrMBrown,Michael Brown,380185975,2056336353990709600,2026-05-18T11:29:26+00:00,"The IMF also said ""domestic uncertainty could also add to the already volatile global environment, holding back consumption and investment decisions""

But Rach has conveniently left that bit out… 🤦‍♂️",[],[],https://x.com/MrMBrown/status/2056336353990709600
MrMBrown,Michael Brown,380185975,2056328472771940846,2026-05-18T10:58:07+00:00,That’s the ‘kiss of death’ 😂 https://t.co/g6AN1Wes0k,[],[],https://x.com/MrMBrown/status/2056328472771940846
MrMBrown,Michael Brown,380185975,2056288967943667737,2026-05-18T08:21:08+00:00,👇👇,[],[],https://x.com/MrMBrown/status/2056288967943667737
MrMBrown,Michael Brown,380185975,2056270730099060941,2026-05-18T07:08:40+00:00,Join us at the bottom of the hour…,[],[],https://x.com/MrMBrown/status/2056270730099060941
MrMBrown,Michael Brown,380185975,2056255703283601860,2026-05-18T06:08:57+00:00,Finally something sensible from the Treasury https://t.co/KsM9f9sogl,[],[],https://x.com/MrMBrown/status/2056255703283601860
MrMBrown,Michael Brown,380185975,2055946632940736783,2026-05-17T09:40:49+00:00,A yards-long supermarket cheese island must be one of the most Tunbridge Wells things ever… https://t.co/EBqpWT57Kz,[],[],https://x.com/MrMBrown/status/2055946632940736783
MrMBrown,Michael Brown,380185975,2055290210984866105,2026-05-15T14:12:26+00:00,Weekend. 🍻 https://t.co/0soZHz7bbr,[],[],https://x.com/MrMBrown/status/2055290210984866105
BrianFeroldi,Brian Feroldi,61558281,2057116518735814859,2026-05-20T15:09:32+00:00,8 Stock Investing Styles https://t.co/IIN6R4AlsL,[],[],https://x.com/BrianFeroldi/status/2057116518735814859
BrianFeroldi,Brian Feroldi,61558281,2057055116331507946,2026-05-20T11:05:32+00:00,Phil Fisher's investing philosophy: https://t.co/tRUEfkCw2L,[],[],https://x.com/BrianFeroldi/status/2057055116331507946
BrianFeroldi,Brian Feroldi,61558281,2056752095869505677,2026-05-19T15:01:26+00:00,"Saving &amp; investing like crazy for 10 years is a reliable get-rich-quick scheme.

The hard part is convincing others that 10 years is quick.",[],[],https://x.com/BrianFeroldi/status/2056752095869505677
BrianFeroldi,Brian Feroldi,61558281,2056891002808398234,2026-05-20T00:13:24+00:00,https://t.co/T11ZVdqYbx,[],[],https://x.com/BrianFeroldi/status/2056891002808398234
BrianFeroldi,Brian Feroldi,61558281,2056860576035246329,2026-05-19T22:12:30+00:00,"EBITDA, visualized: https://t.co/6ivSI8lAoo",[],[],https://x.com/BrianFeroldi/status/2056860576035246329
BrianFeroldi,Brian Feroldi,61558281,2056844450211475542,2026-05-19T21:08:25+00:00,"If you consistently prioritize your future needs, life will become easier and easier.

If you consistently prioritize your current wants, life will become harder and harder.",[],[],https://x.com/BrianFeroldi/status/2056844450211475542
BrianFeroldi,Brian Feroldi,61558281,2056828279496065279,2026-05-19T20:04:10+00:00,RT @BrianFeroldi: Scale economics explained: https://t.co/KnxiH19Sa3,[],[],https://x.com/BrianFeroldi/status/2056828279496065279
BrianFeroldi,Brian Feroldi,61558281,2056813554922074574,2026-05-19T19:05:39+00:00,"The most important financial lessons aren't learned slowly during bull markets.

They are seared into your brain in bear markets.",[],[],https://x.com/BrianFeroldi/status/2056813554922074574
BrianFeroldi,Brian Feroldi,61558281,2056789337140855058,2026-05-19T17:29:25+00:00,Warren Buffett - In A Nutshell https://t.co/Vf0DJqwdmw,[],[],https://x.com/BrianFeroldi/status/2056789337140855058
BrianFeroldi,Brian Feroldi,61558281,2056771727246442695,2026-05-19T16:19:27+00:00,https://t.co/0lvYObtqPx,[],[],https://x.com/BrianFeroldi/status/2056771727246442695
BrianFeroldi,Brian Feroldi,61558281,2056496178947055864,2026-05-18T22:04:31+00:00,Agreed https://t.co/hZ9Ba4ne11,[],[],https://x.com/BrianFeroldi/status/2056496178947055864
BrianFeroldi,Brian Feroldi,61558281,2056766841360630241,2026-05-19T16:00:02+00:00,Lumentum (LITE): Multi-Bagger or Bubble Stock? (Deep Dive Analysis) https://t.co/dM8lbuBw1D,[],"[{""display_url"": ""x.com/i/broadcasts/1…"", ""expanded_url"": ""https://x.com/i/broadcasts/1qKDzPkqwYoJV"", ""indices"": [68, 91], ""url"": ""https://t.co/dM8lbuBw1D""}]",https://x.com/BrianFeroldi/status/2056766841360630241
BrianFeroldi,Brian Feroldi,61558281,2056431235669348801,2026-05-18T17:46:27+00:00,Build enough wealth to make your credit score irrelevant,[],[],https://x.com/BrianFeroldi/status/2056431235669348801
BrianFeroldi,Brian Feroldi,61558281,2056691964095992210,2026-05-19T11:02:30+00:00,"10 Attributes of great investors, by @mjmauboussin https://t.co/y3hon0syRG",[],[],https://x.com/BrianFeroldi/status/2056691964095992210
BrianFeroldi,Brian Feroldi,61558281,2056528382477685056,2026-05-19T00:12:29+00:00,12 Money Books Everyone Should Read https://t.co/Lhr755aWXF,[],[],https://x.com/BrianFeroldi/status/2056528382477685056
BrianFeroldi,Brian Feroldi,61558281,2056482332547178910,2026-05-18T21:09:30+00:00,"High-quality revenue: 
→Recurring 
→High Margin 
→Recession-Proof 
→Becomes Cash 

Low-quality revenue: 
→One Time 
→Low Margin 
→Cyclical 
→ Become Accounts Receivable

High-quality revenue is 10x more valuable than low-quality revenue",[],[],https://x.com/BrianFeroldi/status/2056482332547178910
10kdiver,10k Diver,1248071584713076737,1612508726715637761,2023-01-09T17:56:54+00:00,Boyhood Dreams https://t.co/bo6nRaMr6d,[],[],https://x.com/10kdiver/status/1612508726715637761
10kdiver,10k Diver,1248071584713076737,1609607018750287873,2023-01-01T17:46:32+00:00,"1/

Get a cup of coffee.

In this thread, I'll walk you through ""Gambler's Ruin"".

This is a classic exercise in probability theory.

But going beyond the math, this exercise can teach us a lot about life, business, and investing. https://t.co/1pIz9e98h2",[],[],https://x.com/10kdiver/status/1609607018750287873
CathieDWood,Cathie Wood,2361631088,2055306217862430752,2026-05-15T15:16:02+00:00,"For too long, many wealth creation opportunities in innovation have been gated. At @ARKInvest, we believe that should change. The team at @RobinhoodApp agrees. Different structures, same mission: expand access for everyday investors. 

Thank you @ShivVerma for a wonderful conversation about access to private markets!

ARK Venture Fund info: https://t.co/Zx75GC6PMb",[],"[{""display_url"": ""ark-funds.com/funds/arkvx"", ""expanded_url"": ""http://ark-funds.com/funds/arkvx"", ""indices"": [343, 366], ""url"": ""https://t.co/Zx75GC6PMb""}]",https://x.com/CathieDWood/status/2055306217862430752
CathieDWood,Cathie Wood,2361631088,2055276275367891215,2026-05-15T13:17:03+00:00,"RT @ARK_Funds: With companies often staying private longer, retail investors tend to miss out on significant investment opportunities.

@Ca…",[],[],https://x.com/CathieDWood/status/2055276275367891215
CathieDWood,Cathie Wood,2361631088,2054572071552696600,2026-05-13T14:38:48+00:00,"RT @ARK_Funds: Two structures. One mission: bring private markets to everyday investors.

@CathieDWood sat down with @RobinhoodApp CFO @Shi…",[],[],https://x.com/CathieDWood/status/2054572071552696600
CathieDWood,Cathie Wood,2361631088,2054271074754547854,2026-05-12T18:42:45+00:00,"ARK is excited to participate in @Kalshi's latest funding round. We believe prediction markets are emerging as a powerful new layer of financial infrastructure, enabling real-time price discovery around events, probabilities, and the evolving state of the world. Kalshi is at the forefront of this innovation, and we’re thrilled to support a team pushing the boundaries of how information is aggregated and expressed through markets. Congratulations to the entire team on this important milestone!",[],[],https://x.com/CathieDWood/status/2054271074754547854
CathieDWood,Cathie Wood,2361631088,2054181679820931154,2026-05-12T12:47:31+00:00,"RT @ARK_Funds: The velvet rope around private markets is coming down. Two firms. One mission.

@CathieDWood x @RobinhoodApp CFO @ShivVerma.…",[],[],https://x.com/CathieDWood/status/2054181679820931154
CathieDWood,Cathie Wood,2361631088,2053269359133348119,2026-05-10T00:22:17+00:00,".@Gwynne_Shotwell, obviously! 😉",[],[],https://x.com/CathieDWood/status/2053269359133348119
CathieDWood,Cathie Wood,2361631088,2053156667949539664,2026-05-09T16:54:30+00:00,"Thanks to its deal with Anthropic, XAI, now SpaceXAI, is pivoting from massive losses at Colossus to significant profitability as a neocloud on an estimated $5-6+ billion in annual revenues. Brilliant SpaceX move, @elonmusk and @GwynethPaltrow !",[],[],https://x.com/CathieDWood/status/2053156667949539664
CathieDWood,Cathie Wood,2361631088,2053150793046638753,2026-05-09T16:31:09+00:00,"Thank you for this far-ranging and fascinating interview, @cz_binance !",[],[],https://x.com/CathieDWood/status/2053150793046638753
CathieDWood,Cathie Wood,2361631088,2053150124277371103,2026-05-09T16:28:29+00:00,"RT @skorusARK: I’ve been saying for a while that people assume the world is very connected today, but they have no idea how connected the w…",[],[],https://x.com/CathieDWood/status/2053150124277371103
CathieDWood,Cathie Wood,2361631088,2052910169424805980,2026-05-09T00:35:00+00:00,"One of the more interesting signals in the data right now is that the yield curve continues to flatten despite a significant increase in oil prices on a trailing three-month basis. Historically, in a more traditional economic cycle, an energy shock that is being monetized by the Federal Reserve would steepen the curve, not flatten it. The Fed is not monetizing this energy shock.

In our view, the bond market may be beginning to discount something much more powerful: the deflationary impact of artificial intelligence and technologically enabled productivity gains across the economy.

The cost to train AI models is falling dramatically. Inference costs are collapsing even more rapidly. At the same time, productivity growth appears to be accelerating beneath the surface of the official data, while unit labor costs remain remarkably subdued.

Much of the market narrative today is centered around tariffs, deficits, and structurally higher inflation. Yet the underlying signals increasingly suggest that disinflationary forces tied to innovation are building momentum.

We believe inflation is likely to surprise on the low side over the next 6–9 months. If that proves correct, the implications for interest rates and long-duration equities could be profound.

Historically, the market has tended to underestimate the speed and scale at which technologically driven innovation can reshape the macroeconomic environment.

I share my thoughts on this month's episode of In The Know.",[],[],https://x.com/CathieDWood/status/2052910169424805980
CathieDWood,Cathie Wood,2361631088,2052816840536014854,2026-05-08T18:24:08+00:00,Thank you for having me @carolmassar and @JMathieuReports!,[],[],https://x.com/CathieDWood/status/2052816840536014854
CathieDWood,Cathie Wood,2361631088,2052429257133977951,2026-05-07T16:44:01+00:00,"RT @ARKInvest: This week's Brainstorm: Our comprehensive analysis of mega-cap tech companies ⬇️

0:00 — $700 B in CapEx, $1.5T in cloud bac…",[],[],https://x.com/CathieDWood/status/2052429257133977951
CathieDWood,Cathie Wood,2361631088,2051381391489683801,2026-05-04T19:20:11+00:00,"The May jobs report is coming at a critical point for monetary policy. I'll be sharing my analysis on what the data signals for rates, growth, and more in this month's In The Know later this week. What else would you like me to address?",[],[],https://x.com/CathieDWood/status/2051381391489683801
CathieDWood,Cathie Wood,2361631088,2051138000554222082,2026-05-04T03:13:02+00:00,RT @downingARK: Grok 4.3 jumps above Anthropic's Sonnet 4.6 in intelligence and costs 1/10th to run. Nice update from @xai.,[],[],https://x.com/CathieDWood/status/2051138000554222082
CathieDWood,Cathie Wood,2361631088,2051134328806023295,2026-05-04T02:58:26+00:00,RT @varshikaARK: cost of entrepreneurship is 📉,[],[],https://x.com/CathieDWood/status/2051134328806023295
CathieDWood,Cathie Wood,2361631088,2046256603314225390,2026-04-20T15:56:06+00:00,"RT @spARKbyARK: Get ready 👀 Something BIG is coming May 21.

The ARK Big Ideas Summit 2026 will be a full day of panels, an innovation show…",[],[],https://x.com/CathieDWood/status/2046256603314225390
CathieDWood,Cathie Wood,2361631088,2045222315915440378,2026-04-17T19:26:13+00:00,"RT @ARK_Funds: Our Q1 webinar is live. Our team covers OpenAI in ARK ETFs, the SpaceX IPO and orbital data centers, inflation, cybersecurit…",[],[],https://x.com/CathieDWood/status/2045222315915440378
CathieDWood,Cathie Wood,2361631088,2044152412915548610,2026-04-14T20:34:48+00:00,"RT @ARK_Funds: SpaceX is a top position in the ARK Venture Fund. What will happen when SpaceX goes public, and will it remain in the fund?…",[],[],https://x.com/CathieDWood/status/2044152412915548610
CathieDWood,Cathie Wood,2361631088,2044152171025818061,2026-04-14T20:33:50+00:00,"RT @ARKInvest: If productivity accelerates and inflation continues to ease, the setup for equities could be powerful. 
AI remains the key d…",[],[],https://x.com/CathieDWood/status/2044152171025818061
CathieDWood,Cathie Wood,2361631088,2043425260238696810,2026-04-12T20:25:21+00:00,Truth wins out.,[],[],https://x.com/CathieDWood/status/2043425260238696810
howardlindzon,Howard Lindzon,7517052,2056922759297380484,2026-05-20T02:19:36+00:00,"Two 9 fingered fellows out for a steak dinner 

@umitanuki the brilliant co founder of @AlpacaHQ https://t.co/tejzesOAFA",[],[],https://x.com/howardlindzon/status/2056922759297380484
howardlindzon,Howard Lindzon,7517052,2056569490909827265,2026-05-19T02:55:50+00:00,a great listen...Gavin is the man,[],[],https://x.com/howardlindzon/status/2056569490909827265
